imdbID,overview_NLG,overview_Sentiment,Featured Review,review_NLG,review_Sentiment
tt0417148,"america search murderer eddie kim . sean jones must fly l.a. testify hearing kim . accompanied fbi agent neville flynn , flight receives unexpected visitor .",-0.6808,Better thanSnakes on a Train.,better thansnakes train .,0.4404
tt0457513,"american journalism student london scoop big story , begin affair aristocrat incident unfurls .",0.1531,Enjoyable mystery/comedy with Scarlett Johansson,enjoyable mystery/comedy scarlett johansson,0.4404
tt0477347,"chaos reign natural history museum night watchman larry daley accidentally stir ancient curse , awakening attila hun , army gladiator , tyrannosaurus rex exhibit .",-0.7964,"I'm made of wax, Larry. What are you made of?","'m made wax , larry . made ?",0
tt0469641,"two police officer struggle survive become trapped beneath rubble world trade center september 11 , 2001 .",-0.6908,"This film marks the end, the absolute end of Oliver Stone's work.","film mark end , absolute end oliver stone 's work .",0
tt0420223,harold crick lonely irs agent whose mundane existence transformed hears mysterious voice narrating life .,-0.3612,"A fresh idea that, however, becomes a bit of a boring movie.","fresh idea , however , becomes bit boring movie .",0
tt0430357,"case involving drug lord murder south florida take personal turn undercover detective sonny crockett ricardo tubbs . unorthodox crockett get involved romantically chinese-cuban wife trafficker arm drug , tubbs deal assault love .",-0.3612,"This is one I saw back in theaters and don't remember caring much for perhaps due to the stark shift in direction with the digital format and over-saturation (compare that to Heat) but seems like the 16 years since, not only with Mann's Collateral, but other films have adopted something similar, that this time around it didn't look or feel off. As for the movie itself, solid storyline and the performances from Jamie Foxx and Colin Farrell were really good, now I wish there was a sequel but that time has passed unless Universal goes the streaming route.4.0/5","one saw back theater n't remember caring much perhaps due stark shift direction digital format over-saturation ( compare heat ) seems like 16 year since , mann 's collateral , film adopted something similar , time around n't look feel . movie , solid storyline performance jamie foxx colin farrell really good , wish sequel time passed unless universal go streaming route.4.0/5",0.7679
tt0479884,"chev chelios , hit man wanting go straight , let latest target slip away . awakes next morning phone call informs poisoned hour live unless keep adrenaline coursing body search antidote .",-0.3182,A violent and vulgar distraction.,violent vulgar distraction .,-0.7579
tt0448075,"midst crumbling relationship , radio show host begin speaking biggest fan—a young boy—via telephone . question boy 's identity come , host 's life thrown chaos .",-0.5719,"As for Pete, there's a line in the Velveteen Rabbit that reads... Real isn't how you were made. It's the thing that happens to you. I'm Gabriel Noone. Goodnight.","pete , 's line velveteen rabbit read ... real n't made . 's thing happens . 'm gabriel noone . goodnight .",0
tt0452039,"film follows nishi , loser crush childhood girlfriend . encounter japanese mafia , film follows nishi journey heaven back , end trapped even unlikely place .",-0.6249,"This anime is a chaotic, jarring, psychedelic, and philosophic masterpiece. A simultaneously simple, yet bizarre journey whose message becomes crystal clear by its end. It is a passionate and loving call to live a life of fewer regrets.","anime chaotic , jarring , psychedelic , philosophic masterpiece . simultaneously simple , yet bizarre journey whose message becomes crystal clear end . passionate loving call live life fewer regret .",0.7717
tt0418455,neo-nazi sentenced community service church clash blindly devotional priest .,0.2732,"Adam's Apples is simultaneously a deconstruction and a satire of the Book of Job; the former because it recognizes and highlights the underlying black humor in the biblical text, and the latter because it rightly points out that more than Job’s patience, we should talk about his madness.","adam 's apple simultaneously deconstruction satire book job ; former recognizes highlight underlying black humor biblical text , latter rightly point job ’ patience , talk madness .",0.1531
tt0384793,"high school slacker 's rejected every school applies opts create institution higher learning , south harmon institute technology , rundown piece property near hometown .",-0.296,"A legendary movie for a hangover-day, but one that I will never begrudge others for disliking. This is really not my usual sort of movie, but for whatever reason,Acceptedsomehow totally works for me?","legendary movie hangover-day , one never begrudge others disliking . really usual sort movie , whatever reason , acceptedsomehow totally work ?",0.2411
tt0443543,"eye lovely aristocrat , gifted illusionist named eisenheim us power win away betrothed , crown prince . eisenheim 's scheme creates tumult within monarchy ignites suspicion dogged inspector .",0.7964,Life and death. Space and time. Fate and chance. Theses are the forces of the universe.,life death . space time . fate chance . thesis force universe .,-0.4404
tt0436697,"queen intimate behind scene glimpse interaction hm elizabeth ii prime minister tony blair struggle , following death diana , reach compromise private tragedy royal family public 's demand overt display mourning .",-0.9313,"I'm not sure if Stephen Frears was really just trying to kick-start the Tony Blair fan club when he made this highly speculative and frankly rather unkind feature about how Queen Elizabeth II (Helen Mirren) - and, to an extent, her family - dealt with the aftermath of the death of the divorced Princess of Wales in Paris. Mr Blair (Michael Shannon) has only just been elected and together with his pretty openly hostile (to the monarchy) wife Cherie (Helen McCrory) heads to the palace for his appointment audience. When the tragedy does ensue, the Royal Family are at Balmoral in Aberdeenshire and t...read the rest.","'m sure stephen frears really trying kick-start tony blair fan club made highly speculative frankly rather unkind feature queen elizabeth ii ( helen mirren ) - , extent , family - dealt aftermath death divorced princess wale paris . mr blair ( michael shannon ) elected together pretty openly hostile ( monarchy ) wife cherie ( helen mccrory ) head palace appointment audience . tragedy ensue , royal family balmoral aberdeenshire ... read rest .",-0.719
tt0486551,"trip germany scatter grandfather 's ash , german-american brother todd jan discover beerfest , secret olympics downing stout , want enter contest defend family 's beer-guzzling honor . old country cousin sneer yank ' chance , prompting sibling return america prepare showdown following year .",0.7351,"Not one of Broken Lizard's strongest entries, but perhaps classic viewing for those in the state that it's characters are: Drunk.","one broken lizard 's strongest entry , perhaps classic viewing state 's character : drunk .",-0.3818
tt0445990,"inspired true story vince papale , man nothing lose ignored staggering odds made dream come true . coach papale 's beloved hometown football team hosted unprecedented open tryout , public consensus waste time – one good enough play professional football going found way .",0.9573,"Missing an extra bit of punch, but 'Invincible' is another strong sports drama from Disney.","missing extra bit punch , 'invincible ' another strong sport drama disney .",0.6486
tt0460989,"1920s ireland young doctor damien o'donovan prepares depart new job london hospital . say goodbye friend 's farm , british black tan arrive , young man killed . damien join brother teddy irish republican army , political event soon set motion tear brother apart .",-0.0258,"Though quite provocative, I was really disappointed with the anti-British simplicity of this drama. It all centres around two brothers - ""Teddy"" (Pádraic Delaney) and ""Damien"" (Cillian Murphy) and the increasingly desperate - and violent - tactics they employed to eject the occupiers from their country. The latter man is not an instant convert to these activities. About to travel to the UK to be a doctor, it's the thuggish squaddies' brutality that convinces him to stay and join his local IRA branch to fight fire with fire. His war-weary brother, on the other hand, is gradually appreciating the...read the rest.","though quite provocative , really disappointed anti-british simplicity drama . centre around two brother - `` teddy '' ( pádraic delaney ) `` damien '' ( cillian murphy ) increasingly desperate - violent - tactic employed eject occupier country . latter man instant convert activity . travel uk doctor , 's thuggish squaddies ' brutality convinces stay join local ira branch fight fire fire . war-weary brother , hand , gradually appreciating ... read rest .",-0.9053
tt0367082,"hungarian youth come age buchenwald world war ii . györgy köves 14 , son merchant 's sent forced labor camp . father 's departure , györgy get job brickyard ; bus stopped jewish occupant sent camp . , györgy find camaraderie , suffering , cruelty , illness , death . hears advice preserving one 's dignity self-esteem . discovers hatred . survive return budapest , find ? natural ; jew ? sepia , black white , color alternate shade mood .",-0.9711,An interesting movie about the personal experience of a Hungarian Jew during the Holocaust.,interesting movie personal experience hungarian jew holocaust .,0.4019
tt0464196,"member palisade defense corp. sale group arrive europe team-building exercise . fallen tree block route , must hike destination . however , psychotic killer lurks wood , horrible fate mind co-worker .",-0.9274,Biting British Brutality.,biting british brutality .,-0.6124
tt0427969,"hollywood superstar george reef dy home , private detective louis simo hired investigate death get caught web lie involving big studio executive 's wife .",-0.5994,The mysterious death of 50’s icon George Reeves,mysterious death 50 ’ icon george reef,-0.5994
tt0414993,"spanning one thousand year , three parallel story , fountain story love , death , spirituality , fragility existence world .",0.0772,"Contrary to many opinions of this film, The Fountain stands as an all time favourite of mine. The layering of timelines combined with Aronofsky's eye just made for a beautiful experience.","contrary many opinion film , fountain stand time favourite mine . layering timeline combined aronofsky 's eye made beautiful experience .",0.5994
tt0387877,"1940s los angeles , two former boxers-turned-cops must grapple corruption , narcissism , stag film family madness pursue killer aspiring young actress .",-0.802,I have been pointing my gun at a lot of people this week.,pointing gun lot people week .,-0.34
tt0421206,"teenager juvenile detention center , leadership counselor , gain self-esteem playing football together .",0.4019,Great movie. Love football movies. This one keeps you interested. Too bad they can't win it all though.,great movie . love football movie . one keep interested . bad ca n't win though .,0.6628
tt0472043,"set mayan civilization , man 's idyllic presence brutally disrupted violent invading force , taken perilous journey world ruled fear oppression harrowing end awaits . twist fate spurred power love woman family make desperate break return home ultimately save way life .",-0.6908,"I don't know if there is a better example of dedication in filmmaking out there than there is inApocalypto. Brilliant, if overrated.","n't know better example dedication filmmaking inapocalypto . brilliant , overrated .",0.3387
tt0454824,"adventure lafayette escadrille , young american volunteered french military u.s. entered world war , became country 's first fighter pilot .",-0.25,Americans volunteers become fighter pilots in France during WW1,american volunteer become fighter pilot france ww1,0.1531
tt0457430,"living tyrannical stepfather new home pregnant mother , 10-year-old ofelia feel alone explores decaying labyrinth guarded mysterious faun claim know destiny . wish return real father , ofelia must complete three terrifying task .",-0.6908,"Beautiful movie from Guillermo del Toro and while I did like the movie and its World War II-era plot, I can't say I was totally in love, feeling this was more style over substance, though the acting from the young Ivana Baquero was really good.4.0/5","beautiful movie guillermo del toro like movie world war ii-era plot , ca n't say totally love , feeling style substance , though acting young ivana baquero really good.4.0/5",-0.0789
tt0407887,"take south boston 's irish mafia , police send one infiltrate underworld , realizing syndicate done likewise . undercover cop curry favor mob kingpin , career criminal rise police rank . side soon discover 's mole among .",-0.1779,The only one that can do what I do is me. Lot of people had to die for me to be me. You wanna be me?,one . lot people die . wan na ?,-0.5994
tt0433386,"young woman encounter malevolent supernatural force searching missing sister tokyo , mean high school prank go horribly wrong , strange thing begin happening chicago apartment building .",-0.8591,"The Grudge 2 resents its illogical plot for basic ineffective jump scares. Shimizu’s western remake of his J-horror creation was one littered with promise, albeit irrefutably rough around the edges. Mediocre acting, snooze-inducing storytelling and jump scares aplenty. Japanese ghost children, that either croak as if exhuming a sore throat or scream like a domestic cat, popping their heads out of attics, entangling women in wavering hair and just being a general nuisance. Well, Shimizu begrudgingly brings Kayako and Toshio back for more ghoulish antics, as the fire initiated by Sarah “Buffy or...read the rest.","grudge 2 resents illogical plot basic ineffective jump scare . shimizu ’ western remake j-horror creation one littered promise , albeit irrefutably rough around edge . mediocre acting , snooze-inducing storytelling jump scare aplenty . japanese ghost child , either croak exhuming sore throat scream like domestic cat , popping head attic , entangling woman wavering hair general nuisance . well , shimizu begrudgingly brings kayako toshio back ghoulish antic , fire initiated sarah “ buffy ... read rest .",-0.891
tt0430431,"amazing biblical drama chronicle brave historic legend hadassah , jewish orphan exceptional beauty rise become queen esther persia save persian jew genocide . revealing heritage king , esther thwart evil prime minister 's plan annihilate jew persian empire . annual festival purim inspired heroism .",0.9638,"I only watched this because I thought the poster looked a bit like the cover of a Christian Jacq novel. Sadly, despite a pretty stellar cast on paper, this is a really lacklustre biblical tale that is epic only in it's failure to catch fire at any stage. Peter O'Toole makes the briefest possible appearance as the prophet Samuel discovering that a captured Jewish girl has escaped and that she is with child... Spool on several years and we discover that she had a child, and that King Xerxes of Persia is looking for a new bride. Might history be about to tie these two themes together? Well what do...read the rest.","watched thought poster looked bit like cover christian jacq novel . sadly , despite pretty stellar cast paper , really lacklustre biblical tale epic 's failure catch fire stage . peter o'toole make briefest possible appearance prophet samuel discovering captured jewish girl escaped child ... spool several year discover child , king xerxes persia looking new bride . might history tie two theme together ? well ... read rest .",-0.6402
tt0805526,losing coach underdog football team face giant fear failure field surprising result .,-0.7906,"Terrible Christian propaganda movie. The story is ridiculous, the jokes are bad. We nervously laughed while watching it because we could not believe it. A sort of gross USA caricature.","terrible christian propaganda movie . story ridiculous , joke bad . nervously laughed watching could believe . sort gross usa caricature .",-0.8625
tt0455590,"young scottish doctor , nicholas garrigan decides 's time adventure finish formal education , decides try luck uganda , arrives downfall president obote . general idi amin come power asks garrigan become personal doctor .",0.6486,I am the father of Africa.,father africa .,0
tt0206634,"2027 , chaotic world human longer procreate , former activist agrees help transport miraculously pregnant woman sanctuary sea , child 's birth may help scientist save future humankind .",0.7351,"Cuaron's masterpiece so far (including Gravity, which was gravely miscast). This film is: a) easily the best film of the decade of the 2000's; b) the finest dystopia film since 'A Clockwork Orange' and probably the best sci-fi since '2001: A Space Odyssey'; and c) all the evidence you need that Clive Owen should have been selected as James Bond in place of Daniel Craig. Heartily recommended to anyone interested in how great both science fiction and cinema can possibly be. You may be depressed with the state of both the world and mankind, after watching it, but you won't be disappointed in the p...read the rest.","cuaron 's masterpiece far ( including gravity , gravely miscast ) . film : ) easily best film decade 2000 's ; b ) finest dystopia film since ' clockwork orange ' probably best sci-fi since '2001 : space odyssey ' ; c ) evidence need clive owen selected james bond place daniel craig . heartily recommended anyone interested great science fiction cinema possibly . may depressed state world mankind , watching , wo n't disappointed p ... read rest .",0.965
tt0482571,"mysterious story two magician whose intense rivalry lead life-long battle supremacy -- full obsession , deceit jealousy dangerous deadly consequence .",-0.8979,"Perplexed by the storyline at the beginning, deeply attracted to the narratives of the intense rivalry between two actors in the main body of the show, and finally shocked by the revealed truth, orThe Prestigein the end. This is one of the most mind-blowing mysteries that I've watched in recent years.","perplexed storyline beginning , deeply attracted narrative intense rivalry two actor main body show , finally shocked revealed truth , orthe prestigein end . one mind-blowing mystery 've watched recent year .",0.3306
tt0418689,"five marine one navy corpsman photographed raising u.s. flag mt . suribachi joe rosenthal february 23 , 1945. story three six surviving serviceman - john 'doc ' bradley , pvt . rene gagnon pvt . ira hayes - fought battle take iwo jima japanese .",-0.4019,A nicely crafted war film.,nicely crafted war film .,-0.25
tt0396171,"jean-baptiste grenouille , born stench 18th century paris , develops superior olfactory sense , us create world 's finest perfume . however , work take dark turn try preserve scent search ultimate perfume .",0.3182,"Perfume: The Story of a Murderer is a 2006 German period psychological crime thriller film directed by Tom Tykwer and starring Ben Whishaw, Alan Rickman, Rachel Hurd-Wood, and Dustin Hoffman. Tykwer, with Johnny Klimek and Reinhold Heil, also composed the music. The screenplay by Tykwer, Andrew Birkin, and Bernd Eichinger is based on Patrick Süskind's 1985 novel Perfume. Set in 18th century France, the film tells the story of Jean-Baptiste Grenouille (Whishaw), an olfactory genius, and his homicidal quest for the perfect scent.","perfume : story murderer 2006 german period psychological crime thriller film directed tom tykwer starring ben whishaw , alan rickman , rachel hurd-wood , dustin hoffman . tykwer , johnny klimek reinhold heil , also composed music . screenplay tykwer , andrew birkin , bernd eichinger based patrick süskind 's 1985 novel perfume . set 18th century france , film tell story jean-baptiste grenouille ( whishaw ) , olfactory genius , homicidal quest perfect scent .",-0.4019
tt0452681,"santa mrs. claus north pole running smoothly , counsel legendary figure called emergency meeting christmas eve ! evil jack frost making trouble , looking take holiday ! launch plan sabotage toy factory compel scott invoke little-known escape clause wish 'd never become santa .",-0.8217,Well I'm in the minority with this...,well 'm minority ...,0.2732
tt0470765,"possibility oscar gold hold cast crew independent film grip performance virtually unknown , veteran star generates award buzz .",0.5423,"Horrible watch, won't watch again, and I'm telling you to avoid.","horrible watch , wo n't watch , 'm telling avoid .",-0.6908
tt0486585,"documentary expletive 's origin , offends people deeply , gained use .",-0.0276,"I don't know how accurate it is, but it's hysterical...and Ironic that we can't use the title in our reviews.","n't know accurate , 's hysterical ... ironic ca n't use title review .",-0.1531
tt0420901,"two westerner , priest teacher find middle rwandan genocide face moral dilemna . place danger protect refugee , escape country life ? based true story .",0.4019,Great drama and great characters for the untold story of Hutus and Tutsis conflict in Rwanda and the naïveness of the good hearted people against the cruel reality and the tough decisions to make.,great drama great character untold story hutu tutsi conflict rwanda naïveness good hearted people cruel reality tough decision make .,0.6705
tt0381061,"le chiffre , banker world 's terrorist , scheduled participate high-stakes poker game montenegro , intends use winning establish financial grip terrorist market . sends bond—on maiden mission 00 agent—to attend game prevent le chiffre winning . help vesper lynd felix leiter , bond enters important poker game already dangerous career .",-0.4767,Arrogance and self-awareness seldom go hand in hand.,arrogance self-awareness seldom go hand hand .,-0.8251
tt0366548,"world emperor penguin , find soul mate song , penguin born sing . tap dance something fierce !",0,It was at least a different kind of a movie. They do look cute. They looked pretty funny dancing.,least different kind movie . look cute . looked pretty funny dancing .,0.91
tt0453467,"called recover evidence aftermath horrific explosion new orleans ferry , federal agent doug carlin get pulled away scene taken top-secret government lab us time-shifting surveillance device help prevent crime .",-0.7269,"Pacing could've been better but still an effective sci-fi thriller thanks to Denzel Washington's charisma carrying over the finish line. Even though this was my third viewing, first time in at least a decade, my feelings and rating remains the same.3.5/5","pacing could 've better still effective sci-fi thriller thanks denzel washington 's charisma carrying finish line . even though third viewing , first time least decade , feeling rating remains same.3.5/5",0.8689
tt0790604,"determined unseat steve finch 's reign town 's holiday season king , buddy hall plaster house many decorative light 'll visible space ! wife bond , kid follow suit , two men escalate rivalry - decorating .",0.6588,"Stupid, whacky and bonkers... yet enjoyable. I found 'Deck the Halls' fun.","stupid , whacky bonkers ... yet enjoyable . found 'deck hall ' fun .",0.4215
tt0499603,"actor considering role supermarket manager arrives grocery store outskirt los angeles field research . subsequently becomes stranded , without car cell phone , accepts ride home scarlet , cashier interview new job . actor rediscovers essence craft helping scarlet gain confidence need change life .",0.8807,"A small film that somehow restores your faith in life, in people, in, well,… everything","small film somehow restores faith life , people , , well , … everything",0.7269
tt0433387,"jim davis ex-army ranger find slipping back old life petty crime job offer lapd evaporates . best friend pressured girlfriend sylvia find job , jim interested hanging making cash small heist , trying get law enforcement job marry mexican girlfriend .",0.5994,"I'm a soldier of the apocalypse, man!","'m soldier apocalypse , man !",0
tt0464913,"secret agent os 117 foil nazi , bed local beauty , brings peace middle east .",0.8074,"This was a solid debut for Hazanavicius and a very fun film. There's uneven pacing, but I was very pleased with this, which seemed an interesting hybrid between the James Bond and Pink Panther film series. I loved the scoring and cinematography as well. Dujardin's character was a bit strange and the pacing was a tad uneven, but those are small flaws. This is the first of Hazanavicius' films I have seen, though I have 'The Artist' on blu. I've heard that in the sequel, he jumps a decade to the 60's--it would be interesting, if they decide to eventually continue the series, if each film could be...read the rest.","solid debut hazanavicius fun film . 's uneven pacing , pleased , seemed interesting hybrid james bond pink panther film series . loved scoring cinematography well . dujardin 's character bit strange pacing tad uneven , small flaw . first hazanavicius ' film seen , though 'the artist ' blu . 've heard sequel , jump decade 60 's -- would interesting , decide eventually continue series , film could ... read rest .",0.9468
tt0480271,"taj mahal badalandabad leaf coolidge college behind hall camford university england , look continue education , teach uptight student make academic career .",-0.3818,"Has pretty much all the same negatives as the originalVan Wilder, only without the boon of Ryan Reynolds. It's an interesting idea to hold on to the name of the character in your sequel/spinoff when they don't actually appear in any way. And by interesting I mean stupid and a transparent attempt to cash in on brand recognition. Seriously you could play this exact same movie only call it ""England School Dumb Time"" and get 100% the same story across. The script calls/builds upon the original in exactly zero ways. Now, that might be a big deal if the originalVan Wilderhad some sort of actua...read the rest.","pretty much negative originalvan wilder , without boon ryan reynolds . 's interesting idea hold name character sequel/spinoff n't actually appear way . interesting mean stupid transparent attempt cash brand recognition . seriously could play exact movie call `` england school dumb time '' get 100 % story across . script calls/builds upon original exactly zero way . , might big deal originalvan wilderhad sort actua ... read rest .",0.0516
tt0454970,group young backpacker ' vacation turn sour bus accident leaf marooned remote brazilian rural area hold ominous secret .,-0.6705,Brazil Nuts!,brazil nut !,0
tt0450259,"ex-mercenary turned smuggler . mende fisherman . amid explosive civil war overtaking 1999 sierra leone , men join two desperate mission : recovering rare pink diamond immense value rescuing fisherman 's son , conscripted child soldier brutal rebel force ripping swath torture bloodshed countrywide .",-0.9169,"I watched on Netflix and it was a very good film. 
The film isn't all action and shows the living conditions there. Djimon Hounsou, Leonardo DiCaprio and Jennifer Connelly were very good in the film","watched netflix good film . film n't action show living condition . djimon hounsou , leonardo dicaprio jennifer connelly good film",0.7003
tt0413895,"wilbur pig scared end season , know come time , end dinner table . hatch plan charlotte , spider life pen , ensure never happen .",-0.0772,"This is a lovely film :) Julia Roberts is lovely as the eponymous character, Dakota Fanning is a delightful Fern, and Dominic Scott Kay is an adorable Wilbur- if you see the special features, he does come across as quite a shy little boy","lovely film : ) julia robert lovely eponymous character , dakota fanning delightful fern , dominic scott kay adorable wilbur- see special feature , come across quite shy little boy",0.9433
tt0479143,"wife dead son hate , old man still fight ! loses highly publicized virtual boxing match ex-champ rocky balboa , reigning heavyweight titleholder mason dixon retaliates challenging rocky nationally televised , 10-round exhibition bout . surprise son friend , rocky agrees come retirement face opponent 's faster , stronger , thirty year junior .",-0.5983,"Rocky Balboa, much like the titular character, throws tired punches within the constraints of its clichéd boxing ring. Thirty years since Rocky, the underdog from Philadelphia, graciously climbed into the ring and gave Apollo Creed a run for his money. Then a sequel was commissioned. And another one. And another. Until the negligently produced ‘Rocky V’ was released with its disappointing conclusion, leaving fans underwhelmed. Stallone too, discontent with the final product. Thus, the sixth title in the series was conceived, with Stallone starring, writing and directing the feature. Throughout...read the rest.","rocky balboa , much like titular character , throw tired punch within constraint clichéd boxing ring . thirty year since rocky , underdog philadelphia , graciously climbed ring gave apollo creed run money . sequel commissioned . another one . another . negligently produced ‘ rocky v ’ released disappointing conclusion , leaving fan underwhelmed . stallone , discontent final product . thus , sixth title series conceived , stallone starring , writing directing feature . throughout ... read rest .",0.25
tt0422295,"1958 new york diane arbus housewife mother work assistant husband , photographer employed wealthy parent . respectable though life , help feel uncomfortable privileged world . one night , new neighbor catch diane 's eye , enigmatic man inspires set forth path discovering artistry .",0.8834,"I watched this as I'm a keen photographer and hoped to learn more about Arbus despite the film being honestly marketed as mostly fiction (the other main character 'Lionel' and anything about the family other than their existence) based loosely on an unauthorised biography. I learned how to pronounce Diane but not a lot else. That doesn't make it a bad film just not very educational. It's a good idea for a film but doesn't quite hit the mark. Given the artistic license it affords itself it could have gone anywhere but it doesn't really. There are some interesting, quirky and funny bits in it but...read the rest.","watched 'm keen photographer hoped learn arbus despite film honestly marketed mostly fiction ( main character 'lionel ' anything family existence ) based loosely unauthorised biography . learned pronounce diane lot else . n't make bad film educational . 's good idea film n't quite hit mark . given artistic license affords could gone anywhere n't really . interesting , quirky funny bit ... read rest .",0.8426
tt0446755,"british medical doctor fight cholera outbreak small chinese village , also trapped home loveless marriage unfaithful wife .",-0.7184,"I enjoyed this film a good more than I expected I would, based on the poor critical response and so-so viewer scores. Fortunately, Norton and Watts saved the film by turning in phenomenal performances. The real problem is that we never get totally invested in the characters. Nevertheless, The Painted Veil is a real love story.","enjoyed film good expected would , based poor critical response so-so viewer score . fortunately , norton watt saved film turning phenomenal performance . real problem never get totally invested character . nevertheless , painted veil real love story .",0.7269
tt0758794,"plane crash claim life member marshall university football team fan , team 's new coach surviving player try keep football program alive .",0.5267,"Although I am to young to remember the accident, It sure didn't take long for ""We Are Marshall"" to become, damn ""We Are Dead"". I did enjoy this film, however at no point did I feel engrossed by the town. They tried so hard to make you cry they almost made me forget about football. Kind of a mix between Remember the Titans and Friday Night Lights. Can be watched by all.","although young remember accident , sure n't take long `` marshall '' become , damn `` dead '' . enjoy film , however point feel engrossed town . tried hard make cry almost made forget football . kind mix remember titan friday night light . watched .",-0.6929
tt0443489,"trio female soul singer cross pop chart early 1960s , facing personal struggle along way .",-0.3182,"Jennifer Hudson is simply superb in this musical roller-coaster of a film. She is ""Effie"" whom, along with ""Deena"" (Beyoncé Knowles) and ""Lorrell"" (Anika Noni Rose), form a trio of singers aspiring to fame and fortune. Along the way, they encounter the usual suite of difficulties - bigotry, racism and misogyny as well as having to deal with their own personal rivalries. They are signed by Detroit used car salesman ""Curtis"" (Jamie Foxx) to back his established, womanising, star ""James Early"" (Eddie Murphy) and soon their star seems fixed. That is, until ""Curtis"" decides to dispense with the serv...read the rest.","jennifer hudson simply superb musical roller-coaster film . `` effie '' , along `` deena '' ( beyoncé knowles ) `` lorrell '' ( anika noni rose ) , form trio singer aspiring fame fortune . along way , encounter usual suite difficulty - bigotry , racism misogyny well deal personal rivalry . signed detroit used car salesman `` curtis '' ( jamie foxx ) back established , womanising , star `` james early '' ( eddie murphy ) soon star seems fixed . , `` curtis '' decides dispense serv ... read rest .",0.3818
tt0465551,"veteran high school teacher befriends younger art teacher , affair one 15-year-old student . however , intention new `` friend '' also go well beyond platonic friendship .",0.802,"Lust, loneliness and bitterness in an engaging film with two great actresses.","lust , loneliness bitterness engaging film two great actress .",0.25
tt0473444,"china 's tang dynasty emperor taken princess neighboring province wife . borne two son raised eldest . control dominion complete , including royal family .",0,Now that's awesome!,'s awesome !,0.6588
tt0498380,"story battle iwo jima united state imperial japan world war ii , told perspective japanese fought .",-0.7184,I was hoping it would entertain me as much as 'Flags of Our Fathers' had - and I'm pleased to say it did!,hoping would entertain much 'flags father ' - 'm pleased say !,0.807
tt0454082,"escaped maniac return childhood home christmas eve , sorority house , begin murder sorority sister one one .",-0.8316,"Eye eye, what we got ere then?","eye eye , got ere ?",0
tt0426883,"johnny truelove like see tough . 's son underworld figure drug dealer . johnny also like get tough thing n't go way . jake mazursky fails pay johnny , thing get worse mazursky family , johnny 'gang ' kidnap jake 's 15 year old brother hold hostage . problem 'stolen boy ? '",-0.8481,"You ever have that dream: the one where you did something... You don't know why, but you can never go back?","ever dream : one something ... n't know , never go back ?",0.25
tt0457655,"manager orphanage india sent copenhagen , denmark , discovers life-altering family secret .",0,"I wouldn't quite rate it as highly as some have online, but I do agree that 'After the Wedding' is a great film!","would n't quite rate highly online , agree 'after wedding ' great film !",0.8004
tt0398808,"jesse aaron trained summer become fastest runner school , 's upset newcomer leslie burke outruns everyone else . despite difference , including 's rich , 's poor , 's city girl , 's country boy , two become fast friend . together , create terabithia , land monster , troll , ogre , giant rule king queen .",0.4939,"Beautiful movie! So sweet, adorable and sad and hard-hitting at times too!","beautiful movie ! sweet , adorable sad hard-hitting time !",0.8217
tt0473308,"jenna pregnant , unhappily married waitress deep south . meet newcomer town fall unlikely relationship last attempt happiness .",0.1779,"Decent watch, probably won't watch again, and can't honestly recommend.","decent watch , probably wo n't watch , ca n't honestly recommend .",-0.5559
tt0475394,"la vega performer-turned-snitch named buddy israel decides turn state 's evidence testify mob , seems whole lot people would like make sure 's longer breathing .",0.5859,"I don't think I can tell you thatSmokin' Acesisgood. But I have seen the movie on three seperate occasions in the past thirteen years, roughly evenly spread apart. And each time I have not only enjoyed it, I enjoyed it more than the last time. This movie isverydumb. But fast and fun and oh boy what a cast.","n't think tell thatsmokin ' acesisgood . seen movie three seperate occasion past thirteen year , roughly evenly spread apart . time enjoyed , enjoyed last time . movie isverydumb . fast fun oh boy cast .",0.872
tt0397044,young teenage werewolf torn honoring family 's secret love man .,0.7579,"Now living in Romania, an American living under the rules of her guardian finally relents to a romance with a stranger he discovers her and the whole clan are werewolves and when they fear he could expose them try to do whatever they can to keep the two of them apart.","living romania , american living rule guardian finally relents romance stranger discovers whole clan werewolf fear could expose try whatever keep two apart .",-0.0516
tt0425430,"solomon trade craziness big-city life quiet north dakota farm , little expect nightmare follows . soon arriving , teenage jess ( kristen stewart ) younger brother see terrifying apparition endure attack supernatural source . jess must warn disbelieving family late save .",-0.765,Little Haunted House on the Prairie,little haunted house prairie,-0.4228
tt0367959,"story early , murderous root cannibalistic killer , hannibal lecter – hard-scrabble lithuanian childhood , witness repulsive length hungry soldier go satiate , sojourn france , med student hone appetite kill .",-0.9349,What made Hannibal the beast he was?,made hannibal beast ?,0
tt0441774,"late 1940s , murderous couple known 'the lonely heart killer ' kill close dozen people . two detective try nab duo find target via personal paper .",-0.9493,"Well a lot of people have pointed out that it is full of cop cliche's... and I won't disagree, but it's a neo noir, and rather than cliche I would call them ""tropes"" as in, it does it's best to hit as many tropes as it can...","well lot people pointed full cop cliche 's ... wo n't disagree , 's neo noir , rather cliche would call `` trope '' , 's best hit many trope ...",0.8168
